Id,SalePrice
2658,115813.35954988876
2718,167502.55545470526
2414,218307.66916341532
1989,123733.59039017973
625,163791.2686389635
333,90268.51732821413
1327,115659.43593620724
858,140407.2875773805
95,181017.3511080575
1568,168606.40523532353
2482,157940.693235209
1364,122668.40264612598
2584,139562.82112847464
818,252932.59929761625
2673,153520.50283787446
2089,133229.39497573065
1297,157835.6051750238
790,118681.85665998244
2616,195912.62705831206
720,184931.82016805746
222,143230.04375968827
557,132233.75697615207
1148,182022.04311187982
2766,176619.29853220357
534,176271.97823489207
1452,112638.78749492571
630,143663.5269027822
2648,126414.90280782233
125,157685.73839963722
1904,83589.65095531485
1670,109871.59698921118
756,108993.17874812993
717,205285.41058049354
1032,158031.39567894858
852,206034.44159544678
1731,194111.44886422792
2639,117838.33960093904
2071,109764.11418390692
1267,116548.83903425201
1851,189499.51834561428
567,168349.4013725444
2439,214622.81257495043
1898,152053.54624619463
647,128985.83484533953
2256,202480.44859831844
979,103849.83084008055
1444,214324.88383070563
2485,117744.7614637694
157,123262.03489531425
88,126965.46864361379
2003,114841.5134334828
186,167899.6462450387
1425,240466.17496421322
2695,127024.79828166109
738,122104.28203563734
395,142715.85653655065
1353,159378.55827657538
1878,142013.43019001468
390,162841.9686071978
1456,237095.20272949347
1103,336486.34881827823
1387,118593.55975135653
2070,145460.71020119198
1199,174212.62986321136
2479,178157.0329921692
501,313355.7988373526
2362,112549.94317009882
1718,192955.616347608
2188,99133.95491837389
1483,143380.47246904275
2557,95266.16252547363
437,361752.0762436954
2224,227980.3194801042
1628,169704.54016281976
397,126502.89278913215
587,188261.08737096062
971,164186.8342818231
2611,135464.4529850096
1887,110470.41322649622
2399,370492.6827081725
2148,198891.02822052984
304,122196.52580894083
1997,125950.99740829504
2817,129077.9947806814
1431,213955.12587188993
427,343383.0840877711
263,121201.60897300146
598,185109.0275764279
2895,241167.79719316273
687,147367.0908786694
1822,132674.19401545374
2191,113347.24878255262
179,118147.21834213632
1009,214637.86786848545
2010,137922.33764892392
1991,135495.02203044144
1411,151677.2781031592
1721,230969.80456967148
1144,189232.4148561582
593,204841.60703925838
575,324855.12733887875
1249,173634.36971391665
1604,126314.3352131487
1064,497242.97462788987
1923,153724.17107112866
1988,109263.96914362426
2325,177207.73752752488
114,205667.6372774489
2700,160941.31063969593
217,145616.93317401933
343,181245.52318719903
386,231508.06387748246
2005,145829.83918513302
2908,152676.20740098672
1814,225248.55178518573
2446,543072.9248160457
208,138432.06743908458
1679,109752.91321190301
822,323203.91673769976
6,200444.8500074645
1781,432571.3845717258
2397,309030.41323916346
2340,324099.29801330756
1618,183983.35964408508
2843,127497.45549063291
1061,379419.4652940039
2786,125827.81056313074
1935,137247.97746523414
1341,125071.31163235976
521,276021.42882307427
2136,139253.83761410552
996,198366.0318689336
227,155313.48386439236
135,172325.31084884773
1167,160891.68905185928
294,222199.77893137487
1776,214607.28170459767
540,170767.21128085052
1717,198171.97739709658
2303,127773.92747756415
116,176090.48500337632
127,134159.30738937904
1371,126478.93781023976
1014,184296.47617179112
1507,121375.69200623658
702,127495.54910712643
750,142228.4036666758
261,146148.5783995614
1559,87453.67931351083
577,236321.68525730955
2812,202966.85277934454
2080,148964.6198771701
1368,139864.10967595057
2376,136616.1275182681
659,112846.64268744654
1235,129455.27964521952
332,87825.6942586362
