Id,SalePrice
2658,111730.05822848139
2718,166774.38916548
2414,217825.25145054702
1989,121173.07022882052
625,162242.79871745346
333,91453.68641032783
1327,116264.44653050664
858,139084.1910667243
95,187634.77163890435
1568,164480.06427194324
2482,155316.36080143313
1364,121830.69890089628
2584,138098.41708492904
818,264607.3514947592
2673,148796.72095662443
2089,134064.75000636288
1297,154187.17069278195
790,118645.51364952592
2616,197250.40983897675
720,180687.35672106766
222,142376.11554861942
557,131977.94308391254
1148,179700.11273468228
2766,181198.07061511814
534,176503.27250839348
1452,114175.1509660785
630,140430.1583887903
2648,130729.35349549499
125,158815.26973941585
1904,91589.14807777382
1670,112461.80417391071
756,109285.53345462463
717,207441.64172113666
1032,158060.82996159402
852,203541.4015936345
1731,193309.85038513032
2639,115137.30492810915
2071,106740.5435524394
1267,116210.95071502782
1851,180399.8255824274
567,168169.46696460756
2439,211429.75674790412
1898,150554.4055054163
647,129968.6874603352
2256,201876.84984806008
979,101780.34638878204
1444,214521.61104835977
2485,116233.69932239114
157,127126.13091508354
88,128064.30067156494
2003,113046.54594538645
186,164221.7951228363
1425,239114.67810899368
2695,129824.4910376207
738,121034.37832732713
395,145531.82915172918
1353,162383.2066199035
1878,140187.7971263177
390,163171.709119549
1456,235742.30868094633
1103,336014.73636256653
1387,116878.93417845554
2070,139707.63193706537
1199,175945.52435751943
2479,176590.9343951985
501,303350.4090926858
2362,114636.2869242363
1718,189878.48734880376
2188,100450.96317856928
1483,146331.9959405848
2557,97609.6684409271
437,368849.78523895773
2224,232917.28188338657
1628,172740.18531153817
397,126603.89634561604
587,188996.88490820138
971,168279.9400416333
2611,136768.27591613028
1887,115161.80444653488
2399,378835.39078485593
2148,197570.25374355548
304,120228.51424292996
1997,126810.23118500585
2817,122800.21609894765
1431,215436.1878252344
427,351832.482580114
263,121830.69620578764
598,182849.41836647905
2895,252179.49804881477
687,144950.26456604523
1822,132793.1992337386
2191,106068.94722687152
179,119838.23294700157
1009,211137.1404705744
2010,138200.4938222992
1991,131687.30176009823
1411,149686.75368473635
1721,224998.32289064143
1144,188164.8129580106
593,208600.81712302964
575,325659.0925458438
1249,172246.69643034035
1604,129227.9682026329
1064,539220.1618302738
1923,151998.03066747377
1988,114360.64321317327
2325,178997.46171062984
114,208933.2190948552
2700,159619.93787514284
217,140360.50688770268
343,177690.56463677308
386,229418.66440724273
2005,147578.98004634754
2908,155087.98143609753
1814,224643.43792622036
2446,631033.9084486653
208,129146.18896252496
1679,107026.63867958079
822,329296.3639017569
6,197493.03424227762
1781,452282.36836831446
2397,293619.21738258365
2340,318719.90392843756
1618,183581.39917783806
2843,116802.27693281589
1061,376178.8291719371
2786,129851.9336805254
1935,137239.35758767358
1341,117213.61132806503
521,273121.05536416837
2136,134559.04096160707
996,195497.18728463343
227,152370.71584225676
135,173200.0202441955
1167,163869.67714053832
294,229217.85609593996
1776,215916.74540143358
540,169042.50565297378
1717,193608.953027869
2303,131244.48460432445
116,178878.42492942937
127,133946.75819403783
1371,128932.19931872074
1014,185250.59993155504
1507,121650.68247616375
702,122383.76505725013
750,136914.00020039405
261,146259.5763440959
1559,78601.18702181228
577,237379.48398058795
2812,204011.97574253284
2080,151595.05625877986
1368,139365.7403155351
2376,138580.40770823753
659,114323.07839358963
1235,128639.48254274431
332,88457.36371876278
1917,144115.43645202136
2094,243013.33810781423
1460,250518.83393452637
1471,204745.47737887988
1509,125757.31843130544
1922,138544.8213914279
433,572940.6456297191
460,250106.15629627544
1116,256866.33537545052
1137,166399.83446406916
53,167146.33024275096
2354,270125.50384335534
1475,192798.99879969255
1761,701886.3294063656
842,140875.8354197172
2739,177164.73141663443
2509,163943.55702497723
1007,210518.22994421763
2610,182528.33535764442
1952,97877.37441840033
2719,169809.28303526444
2921,83632.03455735654
1966,143234.4566020639
292,128253.31824458987
1204,196966.4790769708
1829,268884.7045354729
2419,197256.85543286824
391,149546.37593960596
798,108188.51239495749
481,201677.39189838796
193,202822.5210609731
555,116006.17689101501
899,81200.42026796103
2357,173217.23859080963
328,104333.89357626054
1356,127264.48848663236
1154,109766.35513619796
1730,189553.7706878471
2249,157140.0174633636
1119,293716.85873160436
2856,139237.74892080182
1394,147739.68735060794
2587,118075.33414950586
61,340228.7508917567
2661,191245.94871377322
2711,131408.60938631237
1147,183083.89347415007
757,141571.9258805791
2623,118728.97005790428
2378,144261.84837166592
1413,124980.9025908632
1722,209575.83945647077
1112,235552.35578054975
1623,200356.74349044447
1201,191674.7229212292
1513,118623.13285891585
957,674063.1741907494
1171,249560.01979495044
1145,192877.70663778827
2726,238627.1992321994
703,138007.0612719471
760,107173.30508322627
1964,146442.18191965367
2512,176688.402271355
159,142888.05575423955
1281,164513.56304837094
468,199122.82183069116
290,114619.95974219863
665,110259.81958169819
1463,244938.89554690255
1792,235478.41123971116
923,173763.76448067324
500,275588.83246108994
1408,142861.23956268476
331,85483.80807142307
170,119290.77063307982
2192,102687.17186397218
2571,313936.466674556
2314,191214.1927047535
2647,90623.89986744481
422,484277.64292294276
2457,438339.44274675695
1838,211157.3817001041
2805,263511.1911468358
1645,147800.29906221264
1711,290523.5258911738
2825,259384.53159117265
322,384550.66196927964
2103,256117.39899701334
342,121615.8457179265
600,113376.67998131632
488,185447.28314423264
1725,308506.53991638124
2246,289675.11070053745
2847,163656.86847343593
806,235873.55879932127
530,231879.61047992986
963,191118.09702587375
2678,99022.80101683253
171,110541.42364580669
2401,500644.724966774
805,223833.84465968047
2259,230057.92940254454
1748,182391.7243035718
1361,133844.5976087793
1677,110993.54209129779
1406,143650.5716782709
2322,269502.8226541025
688,155709.39997817247
143,142910.42072408085
804,196338.8062108221
1214,161499.3334859691
2828,148006.4196709947
1999,160959.83708917527
2467,209934.35664002455
2665,133903.31403769032
1538,368018.19399153086
398,117295.01575382882
2822,138586.97932630865
2157,140595.27949223778
1856,193576.4155694914
1269,112614.12404290264
2570,127850.16076903754
2320,241724.37055007345
1517,116661.9848197555
2304,126358.67113611843
1312,105627.69406108669
2012,136907.93370414415
506,261562.26351798483
2865,200661.709776109
2367,102384.07923475718
554,91912.88804854691
238,128160.67003021511
1954,108470.12953749482
2488,143184.49897514307
2291,86888.60235938404
1969,129131.39958300184
2725,156774.37368392598
1482,146331.9959405848
2763,202121.06534347552
503,252950.10354408444
1584,245356.68612677456
1531,163053.3150438139
2210,171723.85850773787
459,327304.8065358134
556,129412.5782575564
1347,139265.45461010037
1290,88740.45267216096
1388,117016.37390719063
1571,423182.0127358793
2754,202334.36579868043
765,127393.09120769406
2494,130919.85901366819
2870,226088.5973232331
7,213127.57946072283
1114,261744.90714721184
2418,276376.82015415846
291,135146.07565755077
18,393211.283743322
39,386790.3323135475
1001,256662.4722639486
2442,227288.10643512305
616,121983.16603423565
2680,96154.8531541268
1414,114835.92732280547
289,146038.79927110957
40,252006.43134673758
860,133421.4926282206
409,133323.93019985774
673,147988.5745213819
2427,171491.96197068846
2036,187689.6176691046
2564,146437.47315085848
642,144158.06553629815
1008,186479.57999621483
1908,123441.99972152262
2519,200911.6281389241
1369,103728.39661021589
2855,159793.6139973251
712,91329.61581441491
1943,124498.61652502428
1958,128530.53513179006
107,160160.06507162223
2295,228316.33856376135
704,108885.42468040195
676,124340.65962828905
259,183448.72262289783
93,287979.71498744685
106,239095.43614783802
2315,181252.50134753462
1050,118075.36334510676
1095,209588.5343629909
2709,146966.69951556134
758,150722.43591211893
1496,151447.20471773203
2370,109539.81771453467
2458,308808.5199797913
2733,135790.260846114
161,283060.4472991697
726,144254.22322221522
845,199228.36880787747
947,252697.29962945127
2232,124711.40166769532
2563,136124.21569459853
2299,157645.5594715232
211,118548.3990407673
605,138947.4672346716
1478,202416.2774792423
2247,278559.5643636494
2274,224001.0174768124
2869,224527.21605227684
967,215906.95379367447
2656,120891.10016424711
667,201563.35439993895
1042,107161.98152459071
2023,155302.0341855015
2447,426395.0512806642
2055,128579.12291959907
2275,287515.9715573028
2204,174452.38010181123
1563,278209.2132382469
483,201638.12576298235
796,127954.40898832043
1526,155588.83248697402
2042,134436.61240660536
442,350992.909265499
1693,324606.3732192001
1468,212978.65174634248
1430,188373.298168091
2605,167089.29324578118
1529,179146.06497168267
335,147764.58641802773
1287,123787.88865034215
31,99279.9868397989
1785,327682.32546022884
82,152788.92125937136
2620,127854.08587177671
252,189773.4345247288
721,83072.13873008385
2165,184496.89938790377
2316,191156.28782218762
775,140512.28048799056
1558,115179.25748156093
17,223628.2703406553
1022,221844.08255949657
925,133673.76187906746
438,272164.1802212195
1270,157644.82034765254
1272,141735.64616670783
215,113069.15314997584
266,215063.5884994016
2402,266510.3514348084
1250,115220.99816828225
1984,105613.6455861308
1279,139321.7930102068
377,245585.92076469056
1252,152983.36470354313
2156,260340.33483035277
499,330888.7855621375
1374,137411.195857632
2898,273361.61698068684
401,116862.9967868487
2721,159767.19741144186
2078,261795.83271438294
2589,124720.43442362973
1946,248845.51650606602
1334,112707.59017088132
2781,231770.79382386385
431,414140.1941344794
576,194193.08880680933
1474,206858.29957487065
2254,146507.7236860193
2155,280258.68895706104
885,121431.31916752394
643,128606.75635279636
1944,125082.45502849588
480,199582.8847926729
2845,115103.98327349708
2387,322147.43324477534
2407,198613.9953961828
2527,167742.47100800407
2514,164318.15818065425
629,157411.52396242385
80,201189.91143132368
1876,150398.41348624785
1546,116277.44454431585
2518,180719.87581753044
2347,168020.81919611094
783,228879.9677421981
1322,88079.23776483313
194,100510.04011346582
1770,302186.9959020603
2143,151525.17876482249
1229,204465.27330511992
511,295474.78884317575
46,211313.32804250054
1348,165703.22456309077
2465,203050.00167275613
387,229383.10824876255
873,204118.5566531977
1918,101277.4999303091
2764,229081.3058590657
2184,103307.81070499985
934,145988.41481518172
1920,137855.5069267115
2631,154636.73770212254
1768,743434.0562129702
2040,114538.80604616697
1749,213070.0525376453
834,258655.45439198913
1457,232046.03406159996
79,121110.12257921534
2302,121144.69882018941
1817,154879.86102264177
2755,233024.88598092023
359,178077.73865833617
2059,119973.84672570978
2092,239989.4527627099
2516,226340.95868180276
150,100593.7590865311
1656,148285.04358085568
83,101851.98279341233
2411,188098.83217325484
795,99377.27109872476
2312,225298.68258887512
2917,98444.49863713297
1624,183661.34956827076
2215,345128.26139389805
1211,148977.8602055466
1485,154283.29779987354
1024,172052.1472045252
570,196661.20778587088
2874,130204.28019611606
700,151709.74474510364
2756,212174.95743118107
2022,161271.4173812858
583,219194.59941079107
2392,365907.0410224766
2424,176078.93439189234
