Id,SalePrice
2658,208152.0773939015
2718,100798.46417417981
2414,206029.91279181646
1989,146772.4523100615
625,134543.6115313962
333,21540.64939292727
1327,139753.59630058837
858,184767.10282457614
95,160662.67407838017
1568,192039.91831878776
2482,116793.96174047631
1364,139478.53010601382
2584,108770.65575049799
818,296297.40205070487
2673,178670.7770856708
2089,108603.10669806346
1297,195131.6713879078
790,99883.91193299426
2616,164039.50351538134
720,244150.4104574422
222,160203.69604934924
557,107767.88193522455
1148,157849.6069427771
2766,121758.19317059673
534,202470.57808757082
1452,107745.40561942465
630,73122.88814408182
2648,204621.2380146286
125,144587.17494864023
1904,91455.99708428879
1670,86107.98489467974
756,102577.09105209162
717,324420.01227418036
1032,172768.00705782208
852,203602.28652335776
1731,213416.6853423796
2639,163411.3081468743
2071,109636.67651837645
1267,116120.21488518773
1851,199858.0416905976
567,155312.4925830472
2439,208824.91546780686
1898,185151.6777381302
647,157627.34018825318
2256,247786.13656555366
979,102899.49421182854
1444,238430.94722295844
2485,105745.68356657845
157,81344.66498842697
88,74380.26082929608
2003,140483.21559853392
186,309510.92772087693
1425,235490.6869931899
2695,183654.3811214335
738,68210.05907313687
395,204367.20415039844
1353,186171.93524143903
1878,136403.35854680257
390,138182.95403470175
1456,252561.20207259545
1103,252775.20817718448
1387,110400.81748427043
2070,149255.43268612603
1199,158504.1303423763
2479,178751.43134772292
501,258365.94675926294
2362,75849.07927911071
1718,221472.42829061445
2188,124309.091998377
1483,130509.79569144532
2557,91838.9215403678
437,365526.29308676964
2224,142533.57545581955
1628,183735.84049127362
397,95761.44618632314
587,168914.06808388373
971,132115.52079136713
2611,87590.64849623918
1887,70312.93833416587
2399,298517.0116512471
2148,203355.6085942322
304,111011.76585367043
1997,220166.5965595464
2817,144821.74157001116
1431,210933.9990075051
427,289914.4435719969
263,124780.47591502963
598,124421.3045752858
2895,254700.48400150123
687,121739.70811762125
1822,159840.79163421123
2191,125700.1463305227
179,170294.75594780687
1009,182261.05576731256
2010,129931.76337221416
1991,196643.3795032477
1411,183805.79989455198
1721,242016.57917194258
1144,200404.33946885366
593,246367.5765466558
575,271147.09719969507
1249,138336.40158751095
1604,97691.82501825837
1064,354935.9904604634
1923,109871.26729928446
1988,204710.68510226614
2325,177030.81836434465
114,182534.01286611304
2700,142921.55721363542
217,129066.34767204283
343,135996.3281693146
386,227038.12900397717
2005,152383.9888661027
2908,138607.3995436321
1814,210040.2976065756
2446,382569.26731649786
208,251178.53307051584
1679,105062.26327822318
822,259493.82216133657
6,192755.81670634437
1781,273530.06828663324
2397,319415.34376895474
2340,227184.32445696462
1618,124867.00968320528
2843,124462.3116094604
1061,368559.28204100876
2786,78473.60097398292
1935,136449.14721864188
1341,142481.61162927822
521,232726.09457344835
2136,132953.13673216553
996,156461.98866475618
227,118971.14505555919
135,159661.4912905607
1167,160995.50720575784
294,196276.27260978162
1776,181771.8029379202
540,196003.45506690396
1717,218602.08126308132
2303,108220.46474516214
116,206969.1066027189
127,138537.76858865801
1371,142250.10099447853
1014,77995.25069815599
1507,136852.70326804402
702,180423.65065196756
750,203015.49780924973
261,124781.42551092926
1559,106641.46549033416
577,213230.3884947452
2812,216131.90933577958
2080,180522.97631652802
1368,198192.47694099857
2376,65304.2973394289
659,191694.68842612777
1235,88465.00172188357
332,45591.703015723266
