Id,SalePrice
2658,100661.80285593288
2718,164995.80254707974
2414,218676.35689903732
1989,120315.42844928631
625,161593.5667237665
333,89911.56544977118
1327,118771.67014193602
858,144969.2245268938
95,187203.9406480916
1568,167410.58750394307
2482,159092.65607015294
1364,123487.0483785817
2584,138241.49303406602
818,252940.67019891154
2673,149952.8915940834
2089,132955.05787950367
1297,155324.60516204886
790,119259.2438124414
2616,194326.9375515952
720,180213.66712871817
222,142402.53826035955
557,128410.32544107611
1148,185424.2465420447
2766,182092.06697818692
534,179318.4839398313
1452,111798.48523508714
630,140572.01447234434
2648,114956.25567441854
125,158662.58399151868
1904,82176.02080100034
1670,111053.8846353884
756,111778.53949373923
717,203291.37322079862
1032,161055.20838090073
852,204256.85079603607
1731,193717.0880886613
2639,113653.41635214309
2071,102288.724894887
1267,115662.23825742239
1851,183350.41692984442
567,165731.75268155782
2439,209692.7506124905
1898,151050.16136045408
647,126534.61821356746
2256,198965.3746979068
979,100167.93219156332
1444,215624.10825643232
2485,117241.92163982954
157,122784.25598996409
88,127579.15961522624
2003,113792.72875684373
186,155453.3429332701
1425,235372.3460458361
2695,135654.80279701774
738,120946.11953742006
395,146335.64173165063
1353,165081.30561171967
1878,143192.50945626927
390,164167.00944456575
1456,235147.02563409612
1103,343023.79940840637
1387,120037.84116319167
2070,141675.29145211683
1199,180342.75383072227
2479,177864.21229511074
501,312059.2134708861
2362,112018.99821293814
1718,191022.67099026736
2188,91283.73744302955
1483,138843.46209440826
2557,93162.50082152073
437,369835.18862719677
2224,242609.1182353843
1628,171464.51789252626
397,125202.82013615
587,191091.8349079627
971,166227.8778635892
2611,134790.58834168827
1887,111955.11865270433
2399,382430.2793868857
2148,196530.15838051547
304,120888.49776195982
1997,122202.57389750423
2817,123500.17202325167
1431,220249.42315313156
427,347228.76836713863
263,120736.6257774376
598,190198.35635113437
2895,247996.45359409595
687,141855.35393463547
1822,133287.382159594
2191,103734.8501822853
179,116265.06048252236
1009,203782.2753264723
2010,136810.1852368743
1991,135828.3524891777
1411,153489.80034995728
1721,228258.25109800877
1144,191261.97940280708
593,210496.14067549046
575,332162.0128910251
1249,172500.49428343217
1604,127425.11265845234
1064,514833.39033988124
1923,153516.4474829623
1988,106916.36961356603
2325,176384.3162455783
114,205133.6572307255
2700,160618.20901179427
217,138529.07763208277
343,179443.01752667618
386,229618.4902854405
2005,147555.31395134935
2908,158757.43009703592
1814,229308.1414047597
2446,574248.6073128482
208,124912.08200068527
1679,108055.10421506506
822,331976.93589011783
6,197147.62866831306
1781,455209.04023979994
2397,302347.35122740595
2340,316343.34151162236
1618,184793.63582441176
2843,130153.56930368657
1061,380239.2996980049
2786,124540.61570325567
1935,137474.56422021202
1341,119167.60605792145
521,269862.49177971535
2136,133821.2939914195
996,193565.38167699985
227,157822.67633810677
135,177043.9537141401
1167,160879.642329763
294,226452.6881609423
1776,216864.6755710684
540,174877.98677311948
1717,191630.37961415213
2303,128976.26434076123
116,180907.4834311248
127,136006.42161011166
1371,135924.5591483408
1014,184936.76149073557
1507,116775.82034653336
